楷書編號	釋義	部首	字體編號
21833	《說文》：“𠨍，事之制也。从卩、𠂈。闕。”	說文‧𠨍部	&27.F090;
98	《說文》：“勻，少也。从勹、二。”	說文‧勹部	&27.52FB;
5424	《說文》：“勼，聚也。从勹，九聲。讀若鳩。”	說文‧勹部	&27.52FC;
86	《說文》：“仄，側傾也。从人，在厂下。𠨮，籀文从夨，夨亦聲。”	說文‧厂部	&27.4EC4;
86	《說文》：“仄，側傾也。从人，在厂下。𠨮，籀文从夨，夨亦聲。”	說文‧厂部	&27.4EC4;
20144	《說文》：“厃，仰也。从人在厂上。一曰屋梠也，秦謂之桷，齊謂之厃。”	說文‧厂部	&27.F591;
20399	《說文》：“磺，銅鐵樸石也。从石，黃聲。讀若穬。卝，古文磺。《周禮》有卝人。”	說文‧石部	&27.78FA;
100	《說文》：“勿，州里所建旗。象其柄，有三游。雜帛，幅半異。所以趣民，故遽稱勿勿。𣃦，勿或从㫃。”	說文‧勿部	&27.52FF;
178	《說文》：“冄，毛冄冄也。象形。”	說文‧冉部	&27.5189;
155	《說文》：“犬，狗之有縣蹏者也。象形。孔子曰：‘視犬之字如畫狗也。’”	說文‧犬部	&27.72AC;
148	《說文》：“火，燬也。南方之行，炎而上，象形。”	說文‧火部	&27.706B;
23541	《說文》：“夨，傾頭也。从大，象形。”	說文‧夨部	&27.F4C8;
115	《說文》：“夭，屈也。从大，象形。”	說文‧夭部	&27.592D;
50	《說文》：“𡯁，㝿，曲脛也。从大，象偏曲之形。𡯪，古文从𡉚。”	說文‧尢部	&27.5C22;
77	《說文》：“亢，人頸也。从大省，象頸脈形。頏，亢或从頁。”	說文‧亢部	&27.4EA2;
21532	《說文》：“亣，籀文大，改古文，亦象人形。”	說文籀文	&27.F05F;
113	《說文》：“夫，丈夫也。从大，一以象簪也。周制以八寸為尺，十尺為丈，人長八尺，故曰丈夫。”	說文‧夫部	&27.592B;
5503	《說文》：“囟，頭會匘蓋也。象形。𦞤，或从肉、宰。𠙷，古文囟字。”	說文‧囟部	&27.56DF;
5503	《說文》：“囟，頭會匘蓋也。象形。𦞤，或从肉、宰。𠙷，古文囟字。”	說文‧囟部	&27.56DF;
126	《說文》：“心，人心。土藏，在身之中。象形。博士說以為火藏。”	說文‧心部	&27.5FC3;
147	《說文》：“水，準也。北方之行。象眾水並流，中有微陽之气也。”	說文‧水部	&27.6C34;
114	《說文》：“泰，滑也。从廾，从水，大聲。夳，古文泰。”	說文‧水部	&27.6CF0;
28613	《說文》：“𡿧，害也。从一雝川。《春秋傳》曰：‘川雝為澤凶。’”	說文‧川部	&27.F69F;
374	《說文》：“州，水中可居曰州。周遶其旁，从重川。昔堯遭洪水，民居水中高土，或曰九州。《詩》曰：‘在河之州’。一曰：州，疇也。各疇其土而生之。𠃕，古文州。”	說文‧川部	&27.5DDE;
374	《說文》：“州，水中可居曰州。周遶其旁，从重川。昔堯遭洪水，民居水中高土，或曰九州。《詩》曰：‘在河之州’。一曰：州，疇也。各疇其土而生之。𠃕，古文州。”	說文‧川部	&27.5DDE;
20504	《說文》：“仌，凍也。象水凝之形。”	說文‧仌部	&27.F083;
180	《說文》：“冬，四時盡也。从仌，从夂。夂，古文終字。𣆼，古文冬从日。”	說文‧仌部	&27.51AC;
180	《說文》：“冬，四時盡也。从仌，从夂。夂，古文終字。𣆼，古文冬从日。”	說文‧仌部	&27.51AC;
73	《說文》：“雲，山川气也。从雨，云象雲回轉形。云，古文省雨。，亦古文雲。”	說文‧雲部	&27.96F2;
116	《說文》：“孔，通也。从乙，从子。乙，請子之候鳥也。乙至而得子，嘉美之也。古人名嘉，字子孔。”	說文‧𠃉部	&27.5B54;
66	《說文》：“不，鳥飛上翔不下來也。从一，一猶天也。象形。”	說文‧不部	&27.4E0D;
128	《說文》：“戶，護也。半門曰戶，象形。㦿，古文戶从木。”	說文‧戶部	&27.6236;
129	《說文》：“手，拳也。象形。𠂿，古文手。”	說文‧手部	&27.624B;
129	《說文》：“手，拳也。象形。𠂿，古文手。”	說文‧手部	&27.624B;
143	《說文》：“毋，止之也。从女，有奸之者。”	說文‧毋部	&27.6BCB;
97	《說文》：“乂，芟艸也。从丿，从乁相交。刈，乂或从刀。”	說文‧丿部	&27.4E42;
146	《說文》：“氏，巴蜀山名岸脅之旁箸欲落𡐦者曰氏。氏崩聲聞數百里。象形，乀聲。”	說文‧氏部	&27.6C0F;
127	《說文》：“戈，平頭𢧢也。从弋，一横之，象形。”	說文‧戈部	&27.6208;
163	《說文》：“乍，止也。一曰亡也。从亡，从一。”	說文‧亡部	&27.4E4D;
29027	《說文》：“𣠮，亡也，从亡無聲；无，奇字无，通於元者，王育說：‘天屈西北為无。’”	說文‧亡部	&27.E0BE;
102	《說文》：“匹，四丈也。从八、匸，八揲一匹，八亦聲。”	說文‧匸部	&27.5339;
125	《說文》：“引，開弓也。从弓、丨。”	說文‧弓部	&27.5F15;
422	《說文》：“糸，細絲也。象束絲之形。讀若覛。𢆯，古文糸。”	說文‧糸部	&27.7CF8;
422	《說文》：“糸，細絲也。象束絲之形。讀若覛。𢆯，古文糸。”	說文‧糸部	&27.7CF8;
180	《說文》：“冬，四時盡也。从仌，从夂。夂，古文終字。𣆼，古文冬从日。”	說文‧仌部	&27.51AC;
5417	《說文》：“与，賜予也。一勺為与。此与與同。”	說文‧勺部	&27.4E0E;
134	《說文》：“斤，斫木也。象形。”	說文‧斤部	&27.65A4;
133	《說文》：“斗，十升也。象形，有柄。”	說文‧斗部	&27.6597;
104	《說文》：“升，十龠也。从斗，亦象形。”	說文‧斗部	&27.5347;
76	《說文》：“五，五行也。从二。陰陽在天地間交午也。㐅，古文五省。”	說文‧五部	&27.4E94;
90	《說文》：“六，《易》之數，陰變於六，正於八。从入，从八。”	說文‧六部	&27.516D;
5472	《說文》：“禸，獸足蹂地也。象形，九聲。《尔疋》曰：‘狐貍貛貉醜其足，𨆌其迹厹。’蹂，篆文从足，柔聲。”	說文‧禸部	&27.79B8;
118	《說文》：“尤，異也。从乙，又聲。”	說文‧乙部	&27.5C24;
55	《說文》：“己，中宮也，象萬物辟藏詘形也。己承戊，象人腹，𢀒，古文己。”	說文‧己部	&27.5DF1;
55	《說文》：“己，中宮也，象萬物辟藏詘形也。己承戊，象人腹，𢀒，古文己。”	說文‧己部	&27.5DF1;
121	《說文》：“巴，蟲也。或曰食象蛇。象形。”	說文‧巴部	&27.5DF4;
111	《說文》：“壬，位北方也。陰極陽生，故《易》曰：‘龍戰于野。’戰者，接也。象人褢妊之形。承亥壬以子，生之敘也。與巫同意。壬承辛，象人脛。脛，任體也。”	說文‧壬部	&27.58EC;
64	《說文》：“丑，紐也。十二月，萬物動，用事。象手之形。時加丑，亦舉手時也。”	說文‧丑部	&27.4E11;
103	《說文》：“午，啎也。五月陰氣午逆陽，冒地而出。此予矢同意。”	說文‧午部	&27.5348;
159	《說文》：“丕，大也。从一，不聲。”	說文‧一部	&27.4E15;
280	《說文》：“示，天垂象，見吉凶，所以示人也。从二；三垂，日、月、星也。觀乎天文以察時變，示，神事也。𥘅，古文示。”	說文‧示部	&27.793A;
280	《說文》：“示，天垂象，見吉凶，所以示人也。从二；三垂，日、月、星也。觀乎天文以察時變，示，神事也。𥘅，古文示。”	說文‧示部	&27.793A;
4780	《說文》：“禮，履也，所以事神致福也。从示、从豊，豊亦聲。𠃞，古文禮。”	說文‧示部	&27.79AE;
4780	《說文》：“禮，履也，所以事神致福也。从示、从豊，豊亦聲。𠃞，古文禮。”	說文‧示部	&27.79AE;
156	《說文》：“王，天下所歸往也。董仲舒曰：‘古之造文者，三畫而連其中謂之王。三者，天、地、人也；而參通之者，王也。’孔子曰：‘一貫三為王。’𠙺，古文王。”	說文‧王部	&27.738B;
156	《說文》：“王，天下所歸往也。董仲舒曰：‘古之造文者，三畫而連其中謂之王。三者，天、地、人也；而參通之者，王也。’孔子曰：‘一貫三為王。’𠙺，古文王。”	說文‧王部	&27.738B;
261	《說文》：“玉，石之美。有五德：潤澤以溫，仁之方也；䚡理自外，可以知中，義之方也；其聲舒揚，專以遠聞，智之方也；不橈而折，勇之方也；銳廉而不技，絜之方也。象三玉之連，丨，其貫也。𤣪，古文玉。”	說文‧玉部	&27.7389;
261	《說文》：“玉，石之美。有五德：潤澤以溫，仁之方也；䚡理自外，可以知中，義之方也；其聲舒揚，專以遠聞，智之方也；不橈而折，勇之方也；銳廉而不技，絜之方也。象三玉之連，丨，其貫也。𤣪，古文玉。”	說文‧玉部	&27.7389;
193	《說文》：“卉，艸之總名也。从艸、屮。”	說文‧艸部	&27.5349;
5454	《說文》：“尒，詞之必然也。从入、丨、八，八象气之分散。”	說文‧八部	&27.5C12;
238	《說文》：“必，分極也。从八、弋，弋亦聲。”	說文‧八部	&27.5FC5;
719	《說文》：“釆，辨別也。象獸指爪分別也。讀若辨。𠂠，古文釆。”	說文‧釆部	&27.91C6;
719	《說文》：“釆，辨別也。象獸指爪分別也。讀若辨。𠂠，古文釆。”	說文‧釆部	&27.91C6;
192	《說文》：“半，物中分也。从八，从牛。牛為物大，可以分也。”	說文‧半部	&27.534A;
202	《說文》：“召，𧦝也。从口，刀聲。”	說文‧口部	&27.53EC;
214	《說文》：“台，說也。从口，㠯聲。”	說文‧口部	&27.53F0;
201	《說文》：“右，手口相助也。从又，从口。”	說文‧又部	&27.53F3;
23912	《說文》：“叴，高气也。从口，九聲。臨淮有叴猶縣。”	說文‧口部	&27.EC0F;
213	《說文》：“叱，訶也。从口，七聲。”	說文‧口部	&27.53F1;
209	《說文》：“叫，嘑也。从口，丩聲。”	說文‧口部	&27.53EB;
23908	《說文》：“㕣，山閒陷泥地。从口，从水敗皃。讀若沇州之沇。九州之渥地也，故以沇名焉。𧮲，古文㕣。”	說文‧口部	&27.F575;
41373	《說文》：“癶，足剌癶也。从止、𣥂。”	說文‧癶部	&27.F508;
251	《說文》：“正，是也。从止，一以止。㱏，古文正，从二，二，古上字。𣥔，古文正，从一、足，足者，亦止也。”	說文‧正部	&27.6B63;
251	《說文》：“正，是也。从止，一以止。㱏，古文正，从二，二，古上字。𣥔，古文正，从一、足，足者，亦止也。”	說文‧正部	&27.6B63;
251	《說文》：“正，是也。从止，一以止。㱏，古文正，从二，二，古上字。𣥔，古文正，从一、足，足者，亦止也。”	說文‧正部	&27.6B63;
164	《說文》：“乏，《春秋傳》曰：‘反正為乏。’”	說文‧正部	&27.4E4F;
272	《說文》：“疋，足也。上象腓腸，下从止。《弟子職》曰：‘問疋何止﹖’古文以為《詩．大疋》字，亦以為足字，或曰胥字。一曰疋記也。”	說文‧疋部	&27.758B;
179	《說文》：“冊，符命也，諸矦進受于王也。象其札一長一短，中有二編之形。笧，古文𠕋从竹。”	說文‧冊部	&27.518A;
179	《說文》：“冊，符命也，諸矦進受于王也。象其札一長一短，中有二編之形。笧，古文𠕋从竹。”	說文‧冊部	&27.518A;
22654	《說文》：“𢆉，㨖也。从干，入一為干，入二為𢆉。讀若能，言稍甚也。”	說文‧干部	&27.F50F;
211	《說文》：“只，語已詞也。从口，象氣下引之形。”	說文‧只部	&27.53EA;
215	《說文》：“句，曲也。从口，丩聲。”	說文‧句部	&27.53E5;
200	《說文》：“古，故也。从十口。識前言者也。𠖠，古文古。”	說文‧古部	&27.53E4;
158	《說文》：“世，三十年為一世，从卉而曳長之，亦取其聲也。”	說文‧卅部	&27.4E16;
20522	《說文》：“信，誠也。从人，从言，會意。㐰，古文从言省。訃，古文信。”	說文‧言部	&27.4FE1;
20148	《說文》：“𠨭，拖持也。从反𠃨。闕。”	說文‧丮部	&27.EE0D;
110	《說文》：“反，覆也。从又、厂。反形。𠬡，古文。”	說文‧又部	&27.53CD;
110	《說文》：“反，覆也。从又、厂。反形。𠬡，古文。”	說文‧又部	&27.53CD;
22525	《說文》：“𠬢，滑也。《詩》云：‘𠬢兮達兮。’从又、屮。一曰取也。段玉裁注：“從屮，未詳其意。”	說文‧又部	&27.F12B;
212	《說文》：“史，記事者也。从又持中；中，正也。”	說文‧史部	&27.53F2;
45380	《說文》：“𦘒，手之疌巧也。从又持巾。”	說文‧𦘒部	&27.F39C;
21481	《說文》：“𠘱，新生羽而飛也。从𠘧，从彡。”	說文‧𠘧部	&27.E2AE;
274	《說文》：“皮，剝取獸革者謂之皮。从又，為省聲。𥬖，古文皮。𠰎，籀文皮。”	說文‧皮部	&27.76AE;
274	《說文》：“皮，剝取獸革者謂之皮。从又，為省聲。𥬖，古文皮。𠰎，籀文皮。”	說文‧皮部	&27.76AE;
274	《說文》：“皮，剝取獸革者謂之皮。从又，為省聲。𥬖，古文皮。𠰎，籀文皮。”	說文‧皮部	&27.76AE;
20401	《說文》：“卟，卜以問疑也。从口、卜。讀與稽同。《書》云：‘卟疑’。”	說文‧卜部	&27.E2D7;
195	《說文》：“占，視兆問也。从卜，从口。”	說文‧卜部	&27.5360;
266	《說文》：“用，可施行也。从卜，从中。衛宏說。𤰆，古文用。”	說文‧用部	&27.7528;
266	《說文》：“用，可施行也。从卜，从中。衛宏說。𤰆，古文用。”	說文‧用部	&27.7528;
276	《說文》：“目，人眼。象形。重童子也。𡇡，古文目。”	說文‧目部	&27.76EE;
276	《說文》：“目，人眼。象形。重童子也。𡇡，古文目。”	說文‧目部	&27.76EE;
45406	《說文》：“𦫳，羊角也。象形。讀若乖。”	說文‧𦫳部	&27.F478;
